decisao_id,numero_da_decisao,resumo_da_decisao,conteudo_da_decisao,juiz_id,processo_id,lei_id
1476,decisao 1476,resumo 1476,conteudo 1476,44,52,476
1477,decisao 1477,resumo 1477,conteudo 1477,90,415,482
1478,decisao 1478,resumo 1478,conteudo 1478,36,506,13
1479,decisao 1479,resumo 1479,conteudo 1479,17,486,456
1480,decisao 1480,resumo 1480,conteudo 1480,97,602,120
1481,decisao 1481,resumo 1481,conteudo 1481,77,190,492
1482,decisao 1482,resumo 1482,conteudo 1482,44,194,488
1483,decisao 1483,resumo 1483,conteudo 1483,88,669,16
1484,decisao 1484,resumo 1484,conteudo 1484,86,573,448
1485,decisao 1485,resumo 1485,conteudo 1485,3,337,39
1486,decisao 1486,resumo 1486,conteudo 1486,32,760,407
1487,decisao 1487,resumo 1487,conteudo 1487,93,10,414
1488,decisao 1488,resumo 1488,conteudo 1488,73,688,45
1489,decisao 1489,resumo 1489,conteudo 1489,62,197,59
1490,decisao 1490,resumo 1490,conteudo 1490,96,737,273
1491,decisao 1491,resumo 1491,conteudo 1491,76,541,121
1492,decisao 1492,resumo 1492,conteudo 1492,95,508,254
1493,decisao 1493,resumo 1493,conteudo 1493,80,899,244
1494,decisao 1494,resumo 1494,conteudo 1494,55,731,476
1495,decisao 1495,resumo 1495,conteudo 1495,64,77,346
1496,decisao 1496,resumo 1496,conteudo 1496,69,440,476
1497,decisao 1497,resumo 1497,conteudo 1497,14,518,64
1498,decisao 1498,resumo 1498,conteudo 1498,15,544,487
1499,decisao 1499,resumo 1499,conteudo 1499,24,606,271
1500,decisao 1500,resumo 1500,conteudo 1500,73,997,321
1501,decisao 1501,resumo 1501,conteudo 1501,33,434,239
1502,decisao 1502,resumo 1502,conteudo 1502,68,980,314
1503,decisao 1503,resumo 1503,conteudo 1503,89,336,365
1504,decisao 1504,resumo 1504,conteudo 1504,63,40,164
1505,decisao 1505,resumo 1505,conteudo 1505,30,437,389
1506,decisao 1506,resumo 1506,conteudo 1506,14,171,256
1507,decisao 1507,resumo 1507,conteudo 1507,65,538,16
1508,decisao 1508,resumo 1508,conteudo 1508,72,520,463
1509,decisao 1509,resumo 1509,conteudo 1509,86,123,422
1510,decisao 1510,resumo 1510,conteudo 1510,91,56,345
1511,decisao 1511,resumo 1511,conteudo 1511,62,948,86
1512,decisao 1512,resumo 1512,conteudo 1512,58,985,317
1513,decisao 1513,resumo 1513,conteudo 1513,84,814,375
1514,decisao 1514,resumo 1514,conteudo 1514,100,597,38
1515,decisao 1515,resumo 1515,conteudo 1515,95,688,107
1516,decisao 1516,resumo 1516,conteudo 1516,34,81,11
1517,decisao 1517,resumo 1517,conteudo 1517,62,500,253
1518,decisao 1518,resumo 1518,conteudo 1518,7,645,425
1519,decisao 1519,resumo 1519,conteudo 1519,90,292,489
1520,decisao 1520,resumo 1520,conteudo 1520,76,76,456
1521,decisao 1521,resumo 1521,conteudo 1521,75,681,358
1522,decisao 1522,resumo 1522,conteudo 1522,77,553,88
1523,decisao 1523,resumo 1523,conteudo 1523,95,217,181
1524,decisao 1524,resumo 1524,conteudo 1524,37,345,207
1525,decisao 1525,resumo 1525,conteudo 1525,70,830,319
1526,decisao 1526,resumo 1526,conteudo 1526,50,658,55
1527,decisao 1527,resumo 1527,conteudo 1527,72,317,135
1528,decisao 1528,resumo 1528,conteudo 1528,60,255,117
1529,decisao 1529,resumo 1529,conteudo 1529,64,326,198
1530,decisao 1530,resumo 1530,conteudo 1530,6,446,172
1531,decisao 1531,resumo 1531,conteudo 1531,60,1,292
1532,decisao 1532,resumo 1532,conteudo 1532,18,214,410
1533,decisao 1533,resumo 1533,conteudo 1533,29,718,25
1534,decisao 1534,resumo 1534,conteudo 1534,34,890,495
1535,decisao 1535,resumo 1535,conteudo 1535,76,85,240
1536,decisao 1536,resumo 1536,conteudo 1536,50,556,347
1537,decisao 1537,resumo 1537,conteudo 1537,18,26,466
1538,decisao 1538,resumo 1538,conteudo 1538,80,105,117
1539,decisao 1539,resumo 1539,conteudo 1539,44,435,249
1540,decisao 1540,resumo 1540,conteudo 1540,37,565,251
1541,decisao 1541,resumo 1541,conteudo 1541,3,595,282
1542,decisao 1542,resumo 1542,conteudo 1542,3,877,113
1543,decisao 1543,resumo 1543,conteudo 1543,93,253,290
1544,decisao 1544,resumo 1544,conteudo 1544,94,676,453
1545,decisao 1545,resumo 1545,conteudo 1545,24,516,406
1546,decisao 1546,resumo 1546,conteudo 1546,65,666,159
1547,decisao 1547,resumo 1547,conteudo 1547,83,354,231
1548,decisao 1548,resumo 1548,conteudo 1548,30,303,81
1549,decisao 1549,resumo 1549,conteudo 1549,63,305,389
1550,decisao 1550,resumo 1550,conteudo 1550,84,543,30
1551,decisao 1551,resumo 1551,conteudo 1551,95,217,442
1552,decisao 1552,resumo 1552,conteudo 1552,100,868,459
1553,decisao 1553,resumo 1553,conteudo 1553,4,759,285
1554,decisao 1554,resumo 1554,conteudo 1554,18,495,313
1555,decisao 1555,resumo 1555,conteudo 1555,20,510,347
1556,decisao 1556,resumo 1556,conteudo 1556,56,921,302
1557,decisao 1557,resumo 1557,conteudo 1557,77,597,462
1558,decisao 1558,resumo 1558,conteudo 1558,12,482,50
1559,decisao 1559,resumo 1559,conteudo 1559,84,19,350
1560,decisao 1560,resumo 1560,conteudo 1560,36,805,64
1561,decisao 1561,resumo 1561,conteudo 1561,72,730,193
1562,decisao 1562,resumo 1562,conteudo 1562,84,229,422
1563,decisao 1563,resumo 1563,conteudo 1563,99,651,249
1564,decisao 1564,resumo 1564,conteudo 1564,44,518,486
1565,decisao 1565,resumo 1565,conteudo 1565,3,665,400
1566,decisao 1566,resumo 1566,conteudo 1566,4,848,242
1567,decisao 1567,resumo 1567,conteudo 1567,96,331,315
1568,decisao 1568,resumo 1568,conteudo 1568,98,407,338
1569,decisao 1569,resumo 1569,conteudo 1569,85,763,376
1570,decisao 1570,resumo 1570,conteudo 1570,78,383,103
1571,decisao 1571,resumo 1571,conteudo 1571,1,286,388
1572,decisao 1572,resumo 1572,conteudo 1572,11,985,343
1573,decisao 1573,resumo 1573,conteudo 1573,38,812,131
1574,decisao 1574,resumo 1574,conteudo 1574,19,241,293
1575,decisao 1575,resumo 1575,conteudo 1575,79,264,349
1576,decisao 1576,resumo 1576,conteudo 1576,33,560,269
1577,decisao 1577,resumo 1577,conteudo 1577,37,3,308
1578,decisao 1578,resumo 1578,conteudo 1578,42,970,456
1579,decisao 1579,resumo 1579,conteudo 1579,63,133,306
1580,decisao 1580,resumo 1580,conteudo 1580,53,346,383
1581,decisao 1581,resumo 1581,conteudo 1581,89,614,306
1582,decisao 1582,resumo 1582,conteudo 1582,67,137,112
1583,decisao 1583,resumo 1583,conteudo 1583,49,224,325
1584,decisao 1584,resumo 1584,conteudo 1584,33,350,384
1585,decisao 1585,resumo 1585,conteudo 1585,42,179,170
1586,decisao 1586,resumo 1586,conteudo 1586,34,956,390
1587,decisao 1587,resumo 1587,conteudo 1587,56,956,70
1588,decisao 1588,resumo 1588,conteudo 1588,51,611,4
1589,decisao 1589,resumo 1589,conteudo 1589,34,925,436
1590,decisao 1590,resumo 1590,conteudo 1590,55,736,396
1591,decisao 1591,resumo 1591,conteudo 1591,88,679,304
1592,decisao 1592,resumo 1592,conteudo 1592,79,799,379
1593,decisao 1593,resumo 1593,conteudo 1593,29,962,59
1594,decisao 1594,resumo 1594,conteudo 1594,95,250,124
1595,decisao 1595,resumo 1595,conteudo 1595,91,760,52
1596,decisao 1596,resumo 1596,conteudo 1596,6,497,223
1597,decisao 1597,resumo 1597,conteudo 1597,90,494,186
1598,decisao 1598,resumo 1598,conteudo 1598,99,794,291
1599,decisao 1599,resumo 1599,conteudo 1599,67,783,88
1600,decisao 1600,resumo 1600,conteudo 1600,82,995,218
1601,decisao 1601,resumo 1601,conteudo 1601,47,573,395
1602,decisao 1602,resumo 1602,conteudo 1602,18,719,395
1603,decisao 1603,resumo 1603,conteudo 1603,92,825,37
1604,decisao 1604,resumo 1604,conteudo 1604,40,219,53
1605,decisao 1605,resumo 1605,conteudo 1605,69,608,397
1606,decisao 1606,resumo 1606,conteudo 1606,57,162,363
1607,decisao 1607,resumo 1607,conteudo 1607,9,815,205
1608,decisao 1608,resumo 1608,conteudo 1608,96,582,441
1609,decisao 1609,resumo 1609,conteudo 1609,66,718,345
1610,decisao 1610,resumo 1610,conteudo 1610,9,855,15
1611,decisao 1611,resumo 1611,conteudo 1611,82,737,309
1612,decisao 1612,resumo 1612,conteudo 1612,68,611,394
1613,decisao 1613,resumo 1613,conteudo 1613,99,480,327
1614,decisao 1614,resumo 1614,conteudo 1614,19,34,302
1615,decisao 1615,resumo 1615,conteudo 1615,76,64,107
1616,decisao 1616,resumo 1616,conteudo 1616,85,406,177
1617,decisao 1617,resumo 1617,conteudo 1617,83,936,127
1618,decisao 1618,resumo 1618,conteudo 1618,8,304,483
1619,decisao 1619,resumo 1619,conteudo 1619,70,134,313
1620,decisao 1620,resumo 1620,conteudo 1620,65,34,204
1621,decisao 1621,resumo 1621,conteudo 1621,63,861,360
1622,decisao 1622,resumo 1622,conteudo 1622,63,664,303
1623,decisao 1623,resumo 1623,conteudo 1623,76,494,296
1624,decisao 1624,resumo 1624,conteudo 1624,72,232,494
1625,decisao 1625,resumo 1625,conteudo 1625,97,832,295
1626,decisao 1626,resumo 1626,conteudo 1626,78,553,184
1627,decisao 1627,resumo 1627,conteudo 1627,74,492,434
1628,decisao 1628,resumo 1628,conteudo 1628,72,886,197
1629,decisao 1629,resumo 1629,conteudo 1629,29,794,175
1630,decisao 1630,resumo 1630,conteudo 1630,36,835,396
1631,decisao 1631,resumo 1631,conteudo 1631,30,959,6
1632,decisao 1632,resumo 1632,conteudo 1632,31,217,447
1633,decisao 1633,resumo 1633,conteudo 1633,53,583,93
1634,decisao 1634,resumo 1634,conteudo 1634,13,908,264
1635,decisao 1635,resumo 1635,conteudo 1635,34,249,133
1636,decisao 1636,resumo 1636,conteudo 1636,21,282,415
1637,decisao 1637,resumo 1637,conteudo 1637,81,254,26
1638,decisao 1638,resumo 1638,conteudo 1638,53,414,339
1639,decisao 1639,resumo 1639,conteudo 1639,33,368,117
1640,decisao 1640,resumo 1640,conteudo 1640,86,704,81
1641,decisao 1641,resumo 1641,conteudo 1641,87,976,389
1642,decisao 1642,resumo 1642,conteudo 1642,6,313,379
1643,decisao 1643,resumo 1643,conteudo 1643,45,256,304
1644,decisao 1644,resumo 1644,conteudo 1644,96,320,234
1645,decisao 1645,resumo 1645,conteudo 1645,54,174,375
1646,decisao 1646,resumo 1646,conteudo 1646,62,254,477
1647,decisao 1647,resumo 1647,conteudo 1647,93,753,463
1648,decisao 1648,resumo 1648,conteudo 1648,26,289,469
1649,decisao 1649,resumo 1649,conteudo 1649,41,145,170
1650,decisao 1650,resumo 1650,conteudo 1650,94,241,16
1651,decisao 1651,resumo 1651,conteudo 1651,59,365,240
1652,decisao 1652,resumo 1652,conteudo 1652,10,849,487
1653,decisao 1653,resumo 1653,conteudo 1653,22,781,366
1654,decisao 1654,resumo 1654,conteudo 1654,62,323,150
1655,decisao 1655,resumo 1655,conteudo 1655,77,18,326
1656,decisao 1656,resumo 1656,conteudo 1656,36,191,232
1657,decisao 1657,resumo 1657,conteudo 1657,74,581,129
1658,decisao 1658,resumo 1658,conteudo 1658,17,159,163
1659,decisao 1659,resumo 1659,conteudo 1659,90,434,69
1660,decisao 1660,resumo 1660,conteudo 1660,21,679,294
1661,decisao 1661,resumo 1661,conteudo 1661,25,650,223
1662,decisao 1662,resumo 1662,conteudo 1662,64,344,384
1663,decisao 1663,resumo 1663,conteudo 1663,60,861,387
1664,decisao 1664,resumo 1664,conteudo 1664,88,633,90
1665,decisao 1665,resumo 1665,conteudo 1665,33,43,500
1666,decisao 1666,resumo 1666,conteudo 1666,15,743,153
1667,decisao 1667,resumo 1667,conteudo 1667,50,942,410
1668,decisao 1668,resumo 1668,conteudo 1668,73,151,365
1669,decisao 1669,resumo 1669,conteudo 1669,73,52,282
1670,decisao 1670,resumo 1670,conteudo 1670,48,95,63
1671,decisao 1671,resumo 1671,conteudo 1671,44,208,6
1672,decisao 1672,resumo 1672,conteudo 1672,2,759,92
1673,decisao 1673,resumo 1673,conteudo 1673,17,181,195
1674,decisao 1674,resumo 1674,conteudo 1674,41,846,124
1675,decisao 1675,resumo 1675,conteudo 1675,65,188,425
1676,decisao 1676,resumo 1676,conteudo 1676,31,808,84
1677,decisao 1677,resumo 1677,conteudo 1677,83,97,254
1678,decisao 1678,resumo 1678,conteudo 1678,15,164,387
1679,decisao 1679,resumo 1679,conteudo 1679,12,106,344
1680,decisao 1680,resumo 1680,conteudo 1680,63,867,265
1681,decisao 1681,resumo 1681,conteudo 1681,51,49,456
1682,decisao 1682,resumo 1682,conteudo 1682,65,266,339
1683,decisao 1683,resumo 1683,conteudo 1683,65,377,491
1684,decisao 1684,resumo 1684,conteudo 1684,37,953,378
1685,decisao 1685,resumo 1685,conteudo 1685,18,508,434
1686,decisao 1686,resumo 1686,conteudo 1686,51,366,70
1687,decisao 1687,resumo 1687,conteudo 1687,43,601,147
1688,decisao 1688,resumo 1688,conteudo 1688,32,381,46
1689,decisao 1689,resumo 1689,conteudo 1689,58,929,59
1690,decisao 1690,resumo 1690,conteudo 1690,66,99,102
1691,decisao 1691,resumo 1691,conteudo 1691,52,219,91
1692,decisao 1692,resumo 1692,conteudo 1692,56,53,73
1693,decisao 1693,resumo 1693,conteudo 1693,80,536,433
1694,decisao 1694,resumo 1694,conteudo 1694,52,275,20
1695,decisao 1695,resumo 1695,conteudo 1695,54,654,430
1696,decisao 1696,resumo 1696,conteudo 1696,63,703,439
1697,decisao 1697,resumo 1697,conteudo 1697,66,336,392
1698,decisao 1698,resumo 1698,conteudo 1698,34,671,472
1699,decisao 1699,resumo 1699,conteudo 1699,68,942,172
1700,decisao 1700,resumo 1700,conteudo 1700,17,647,119
1701,decisao 1701,resumo 1701,conteudo 1701,72,270,263
1702,decisao 1702,resumo 1702,conteudo 1702,71,948,376
1703,decisao 1703,resumo 1703,conteudo 1703,25,365,329
1704,decisao 1704,resumo 1704,conteudo 1704,96,973,199
1705,decisao 1705,resumo 1705,conteudo 1705,69,298,281
1706,decisao 1706,resumo 1706,conteudo 1706,5,857,435
1707,decisao 1707,resumo 1707,conteudo 1707,87,557,440
1708,decisao 1708,resumo 1708,conteudo 1708,94,628,158
1709,decisao 1709,resumo 1709,conteudo 1709,27,615,319
1710,decisao 1710,resumo 1710,conteudo 1710,61,531,53
1711,decisao 1711,resumo 1711,conteudo 1711,16,63,485
1712,decisao 1712,resumo 1712,conteudo 1712,60,556,292
1713,decisao 1713,resumo 1713,conteudo 1713,11,336,68
1714,decisao 1714,resumo 1714,conteudo 1714,1,5,186
1715,decisao 1715,resumo 1715,conteudo 1715,51,698,206
1716,decisao 1716,resumo 1716,conteudo 1716,10,328,278
1717,decisao 1717,resumo 1717,conteudo 1717,51,419,24
1718,decisao 1718,resumo 1718,conteudo 1718,33,145,387
1719,decisao 1719,resumo 1719,conteudo 1719,16,233,447
1720,decisao 1720,resumo 1720,conteudo 1720,89,54,136
1721,decisao 1721,resumo 1721,conteudo 1721,82,291,408
1722,decisao 1722,resumo 1722,conteudo 1722,41,128,381
1723,decisao 1723,resumo 1723,conteudo 1723,45,139,417
1724,decisao 1724,resumo 1724,conteudo 1724,40,115,202
1725,decisao 1725,resumo 1725,conteudo 1725,80,748,100
1726,decisao 1726,resumo 1726,conteudo 1726,77,267,187
1727,decisao 1727,resumo 1727,conteudo 1727,15,105,190
1728,decisao 1728,resumo 1728,conteudo 1728,28,933,88
1729,decisao 1729,resumo 1729,conteudo 1729,72,866,442
1730,decisao 1730,resumo 1730,conteudo 1730,88,163,322
1731,decisao 1731,resumo 1731,conteudo 1731,38,805,493
1732,decisao 1732,resumo 1732,conteudo 1732,66,263,347
1733,decisao 1733,resumo 1733,conteudo 1733,42,429,454
1734,decisao 1734,resumo 1734,conteudo 1734,63,588,381
1735,decisao 1735,resumo 1735,conteudo 1735,61,684,235
1736,decisao 1736,resumo 1736,conteudo 1736,20,11,145
1737,decisao 1737,resumo 1737,conteudo 1737,44,67,359
1738,decisao 1738,resumo 1738,conteudo 1738,79,605,491
1739,decisao 1739,resumo 1739,conteudo 1739,35,909,88
1740,decisao 1740,resumo 1740,conteudo 1740,88,991,290
1741,decisao 1741,resumo 1741,conteudo 1741,87,974,434
1742,decisao 1742,resumo 1742,conteudo 1742,8,88,270
1743,decisao 1743,resumo 1743,conteudo 1743,25,153,374
1744,decisao 1744,resumo 1744,conteudo 1744,36,258,448
1745,decisao 1745,resumo 1745,conteudo 1745,71,516,306
1746,decisao 1746,resumo 1746,conteudo 1746,24,595,474
1747,decisao 1747,resumo 1747,conteudo 1747,73,934,217
1748,decisao 1748,resumo 1748,conteudo 1748,23,380,454
1749,decisao 1749,resumo 1749,conteudo 1749,17,168,439
1750,decisao 1750,resumo 1750,conteudo 1750,58,609,138
1751,decisao 1751,resumo 1751,conteudo 1751,70,69,176
1752,decisao 1752,resumo 1752,conteudo 1752,58,266,450
1753,decisao 1753,resumo 1753,conteudo 1753,89,408,19
1754,decisao 1754,resumo 1754,conteudo 1754,55,736,106
1755,decisao 1755,resumo 1755,conteudo 1755,10,439,231
1756,decisao 1756,resumo 1756,conteudo 1756,97,225,202
1757,decisao 1757,resumo 1757,conteudo 1757,23,207,93
1758,decisao 1758,resumo 1758,conteudo 1758,39,21,110
1759,decisao 1759,resumo 1759,conteudo 1759,78,720,338
1760,decisao 1760,resumo 1760,conteudo 1760,30,227,466
1761,decisao 1761,resumo 1761,conteudo 1761,30,291,241
1762,decisao 1762,resumo 1762,conteudo 1762,60,536,23
1763,decisao 1763,resumo 1763,conteudo 1763,69,574,13
1764,decisao 1764,resumo 1764,conteudo 1764,77,258,460
1765,decisao 1765,resumo 1765,conteudo 1765,96,25,317
1766,decisao 1766,resumo 1766,conteudo 1766,51,514,47
1767,decisao 1767,resumo 1767,conteudo 1767,97,470,274
1768,decisao 1768,resumo 1768,conteudo 1768,1,58,313
1769,decisao 1769,resumo 1769,conteudo 1769,88,234,343
1770,decisao 1770,resumo 1770,conteudo 1770,98,292,413
1771,decisao 1771,resumo 1771,conteudo 1771,63,175,165
1772,decisao 1772,resumo 1772,conteudo 1772,73,341,476
1773,decisao 1773,resumo 1773,conteudo 1773,97,330,322
1774,decisao 1774,resumo 1774,conteudo 1774,87,399,60
1775,decisao 1775,resumo 1775,conteudo 1775,16,128,170
1776,decisao 1776,resumo 1776,conteudo 1776,39,451,114
1777,decisao 1777,resumo 1777,conteudo 1777,25,503,146
1778,decisao 1778,resumo 1778,conteudo 1778,83,860,475
1779,decisao 1779,resumo 1779,conteudo 1779,28,674,46
1780,decisao 1780,resumo 1780,conteudo 1780,89,598,351
1781,decisao 1781,resumo 1781,conteudo 1781,54,47,372
1782,decisao 1782,resumo 1782,conteudo 1782,21,8,387
1783,decisao 1783,resumo 1783,conteudo 1783,75,837,188
1784,decisao 1784,resumo 1784,conteudo 1784,56,317,242
1785,decisao 1785,resumo 1785,conteudo 1785,38,113,94
1786,decisao 1786,resumo 1786,conteudo 1786,74,241,496
1787,decisao 1787,resumo 1787,conteudo 1787,68,57,72
1788,decisao 1788,resumo 1788,conteudo 1788,2,694,196
1789,decisao 1789,resumo 1789,conteudo 1789,54,595,380
1790,decisao 1790,resumo 1790,conteudo 1790,47,461,286
1791,decisao 1791,resumo 1791,conteudo 1791,29,227,11
1792,decisao 1792,resumo 1792,conteudo 1792,9,428,365
1793,decisao 1793,resumo 1793,conteudo 1793,81,931,90
1794,decisao 1794,resumo 1794,conteudo 1794,4,680,233
1795,decisao 1795,resumo 1795,conteudo 1795,6,718,419
1796,decisao 1796,resumo 1796,conteudo 1796,95,335,467
1797,decisao 1797,resumo 1797,conteudo 1797,86,540,196
1798,decisao 1798,resumo 1798,conteudo 1798,31,402,299
1799,decisao 1799,resumo 1799,conteudo 1799,28,825,40
1800,decisao 1800,resumo 1800,conteudo 1800,31,679,298
1801,decisao 1801,resumo 1801,conteudo 1801,19,545,126
1802,decisao 1802,resumo 1802,conteudo 1802,81,867,491
1803,decisao 1803,resumo 1803,conteudo 1803,87,911,348
1804,decisao 1804,resumo 1804,conteudo 1804,82,66,78
1805,decisao 1805,resumo 1805,conteudo 1805,40,144,320
1806,decisao 1806,resumo 1806,conteudo 1806,6,25,73
1807,decisao 1807,resumo 1807,conteudo 1807,29,421,132
1808,decisao 1808,resumo 1808,conteudo 1808,43,400,90
1809,decisao 1809,resumo 1809,conteudo 1809,34,453,478
1810,decisao 1810,resumo 1810,conteudo 1810,16,524,483
1811,decisao 1811,resumo 1811,conteudo 1811,40,919,482
1812,decisao 1812,resumo 1812,conteudo 1812,96,517,400
1813,decisao 1813,resumo 1813,conteudo 1813,96,474,418
1814,decisao 1814,resumo 1814,conteudo 1814,28,795,319
1815,decisao 1815,resumo 1815,conteudo 1815,67,845,341
1816,decisao 1816,resumo 1816,conteudo 1816,62,340,23
1817,decisao 1817,resumo 1817,conteudo 1817,36,878,424
1818,decisao 1818,resumo 1818,conteudo 1818,79,116,230
1819,decisao 1819,resumo 1819,conteudo 1819,60,977,272
1820,decisao 1820,resumo 1820,conteudo 1820,32,246,497
1821,decisao 1821,resumo 1821,conteudo 1821,42,314,330
1822,decisao 1822,resumo 1822,conteudo 1822,85,413,71
1823,decisao 1823,resumo 1823,conteudo 1823,40,900,39
1824,decisao 1824,resumo 1824,conteudo 1824,35,325,72
1825,decisao 1825,resumo 1825,conteudo 1825,4,699,63
1826,decisao 1826,resumo 1826,conteudo 1826,3,270,71
1827,decisao 1827,resumo 1827,conteudo 1827,10,548,298
1828,decisao 1828,resumo 1828,conteudo 1828,1,456,379
1829,decisao 1829,resumo 1829,conteudo 1829,1,323,84
1830,decisao 1830,resumo 1830,conteudo 1830,24,802,284
1831,decisao 1831,resumo 1831,conteudo 1831,35,927,14
1832,decisao 1832,resumo 1832,conteudo 1832,50,622,7
1833,decisao 1833,resumo 1833,conteudo 1833,83,261,436
1834,decisao 1834,resumo 1834,conteudo 1834,23,820,295
1835,decisao 1835,resumo 1835,conteudo 1835,96,630,218
1836,decisao 1836,resumo 1836,conteudo 1836,2,849,330
1837,decisao 1837,resumo 1837,conteudo 1837,50,280,168
1838,decisao 1838,resumo 1838,conteudo 1838,79,344,361
1839,decisao 1839,resumo 1839,conteudo 1839,12,81,416
1840,decisao 1840,resumo 1840,conteudo 1840,22,427,6
1841,decisao 1841,resumo 1841,conteudo 1841,38,428,23
1842,decisao 1842,resumo 1842,conteudo 1842,65,365,93
1843,decisao 1843,resumo 1843,conteudo 1843,92,880,151
1844,decisao 1844,resumo 1844,conteudo 1844,34,223,499
1845,decisao 1845,resumo 1845,conteudo 1845,36,412,4
1846,decisao 1846,resumo 1846,conteudo 1846,45,779,288
1847,decisao 1847,resumo 1847,conteudo 1847,76,26,185
1848,decisao 1848,resumo 1848,conteudo 1848,56,200,98
1849,decisao 1849,resumo 1849,conteudo 1849,75,51,420
1850,decisao 1850,resumo 1850,conteudo 1850,74,44,277
1851,decisao 1851,resumo 1851,conteudo 1851,31,503,347
1852,decisao 1852,resumo 1852,conteudo 1852,89,206,493
1853,decisao 1853,resumo 1853,conteudo 1853,85,672,231
1854,decisao 1854,resumo 1854,conteudo 1854,93,21,499
1855,decisao 1855,resumo 1855,conteudo 1855,93,311,488
1856,decisao 1856,resumo 1856,conteudo 1856,7,238,48
1857,decisao 1857,resumo 1857,conteudo 1857,72,745,117
1858,decisao 1858,resumo 1858,conteudo 1858,57,342,199
1859,decisao 1859,resumo 1859,conteudo 1859,91,205,310
1860,decisao 1860,resumo 1860,conteudo 1860,65,544,493
1861,decisao 1861,resumo 1861,conteudo 1861,33,57,148
1862,decisao 1862,resumo 1862,conteudo 1862,15,152,122
1863,decisao 1863,resumo 1863,conteudo 1863,30,888,322
1864,decisao 1864,resumo 1864,conteudo 1864,47,179,314
1865,decisao 1865,resumo 1865,conteudo 1865,58,269,131
1866,decisao 1866,resumo 1866,conteudo 1866,97,75,290
1867,decisao 1867,resumo 1867,conteudo 1867,49,315,360
1868,decisao 1868,resumo 1868,conteudo 1868,25,539,294
1869,decisao 1869,resumo 1869,conteudo 1869,87,677,5
1870,decisao 1870,resumo 1870,conteudo 1870,41,760,66
1871,decisao 1871,resumo 1871,conteudo 1871,98,636,193
1872,decisao 1872,resumo 1872,conteudo 1872,87,753,150
1873,decisao 1873,resumo 1873,conteudo 1873,16,334,395
1874,decisao 1874,resumo 1874,conteudo 1874,87,989,246
1875,decisao 1875,resumo 1875,conteudo 1875,32,3,387
1876,decisao 1876,resumo 1876,conteudo 1876,57,137,368
1877,decisao 1877,resumo 1877,conteudo 1877,90,903,272
1878,decisao 1878,resumo 1878,conteudo 1878,66,763,72
1879,decisao 1879,resumo 1879,conteudo 1879,99,800,172
1880,decisao 1880,resumo 1880,conteudo 1880,14,489,37
1881,decisao 1881,resumo 1881,conteudo 1881,85,448,333
1882,decisao 1882,resumo 1882,conteudo 1882,28,288,440
1883,decisao 1883,resumo 1883,conteudo 1883,21,169,326
1884,decisao 1884,resumo 1884,conteudo 1884,26,766,284
1885,decisao 1885,resumo 1885,conteudo 1885,100,51,54
1886,decisao 1886,resumo 1886,conteudo 1886,94,267,388
1887,decisao 1887,resumo 1887,conteudo 1887,74,313,125
1888,decisao 1888,resumo 1888,conteudo 1888,83,778,137
1889,decisao 1889,resumo 1889,conteudo 1889,48,2,322
1890,decisao 1890,resumo 1890,conteudo 1890,20,310,258
1891,decisao 1891,resumo 1891,conteudo 1891,67,236,367
1892,decisao 1892,resumo 1892,conteudo 1892,83,815,390
1893,decisao 1893,resumo 1893,conteudo 1893,88,145,152
1894,decisao 1894,resumo 1894,conteudo 1894,51,814,322
1895,decisao 1895,resumo 1895,conteudo 1895,63,347,322
1896,decisao 1896,resumo 1896,conteudo 1896,53,940,87
1897,decisao 1897,resumo 1897,conteudo 1897,18,404,127
1898,decisao 1898,resumo 1898,conteudo 1898,21,81,342
1899,decisao 1899,resumo 1899,conteudo 1899,47,674,113
1900,decisao 1900,resumo 1900,conteudo 1900,35,418,199
1901,decisao 1901,resumo 1901,conteudo 1901,99,770,181
1902,decisao 1902,resumo 1902,conteudo 1902,99,380,182
1903,decisao 1903,resumo 1903,conteudo 1903,87,421,383
1904,decisao 1904,resumo 1904,conteudo 1904,10,727,243
1905,decisao 1905,resumo 1905,conteudo 1905,39,182,412
1906,decisao 1906,resumo 1906,conteudo 1906,61,700,347
1907,decisao 1907,resumo 1907,conteudo 1907,44,400,223
1908,decisao 1908,resumo 1908,conteudo 1908,56,265,358
1909,decisao 1909,resumo 1909,conteudo 1909,27,573,178
1910,decisao 1910,resumo 1910,conteudo 1910,87,10,411
1911,decisao 1911,resumo 1911,conteudo 1911,63,376,283
1912,decisao 1912,resumo 1912,conteudo 1912,83,490,90
1913,decisao 1913,resumo 1913,conteudo 1913,51,532,345
1914,decisao 1914,resumo 1914,conteudo 1914,53,47,350
1915,decisao 1915,resumo 1915,conteudo 1915,28,53,178
1916,decisao 1916,resumo 1916,conteudo 1916,27,653,273
1917,decisao 1917,resumo 1917,conteudo 1917,25,232,494
1918,decisao 1918,resumo 1918,conteudo 1918,84,442,381
1919,decisao 1919,resumo 1919,conteudo 1919,62,468,67
1920,decisao 1920,resumo 1920,conteudo 1920,25,429,244
1921,decisao 1921,resumo 1921,conteudo 1921,92,904,362
1922,decisao 1922,resumo 1922,conteudo 1922,48,796,291
1923,decisao 1923,resumo 1923,conteudo 1923,62,971,82
1924,decisao 1924,resumo 1924,conteudo 1924,11,574,91
